Format,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100s,50s,4s,6s,Ct,St,player_name,player_country,batsman_batting_style,batsman_playing_role
Tests,64,113,18,2797,202*,29.44,5051,55.37,3,12,330,50,62,0,Jason Holder Career Stats,Indies,Right hand Bat,Bowling Allrounder
ODIs,138,114,24,2237,99*,24.85,2479,90.23,0,12,160,69,65,0,Jason Holder Career Stats,Indies,Right hand Bat,Bowling Allrounder
T20Is,60,42,12,429,38,14.3,349,122.92,0,0,24,24,25,0,Jason Holder Career Stats,Indies,Right hand Bat,Bowling Allrounder
FC,96,156,18,3536,202*,25.62,-,-,3,14,-,-,85,0,Jason Holder Career Stats,Indies,Right hand Bat,Bowling Allrounder
List A,196,161,31,3198,99*,24.6,-,-,0,17,-,-,84,0,Jason Holder Career Stats,Indies,Right hand Bat,Bowling Allrounder
T20s,235,174,47,1995,69,15.7,1580,126.26,0,2,129,114,111,0,Jason Holder Career Stats,Indies,Right hand Bat,Bowling Allrounder
ODIs,38,28,9,266,60,14.0,364,73.07,0,1,14,10,16,0,Akeal Hosein Career Stats,Indies,Left hand Bat,Bowler
T20Is,44,18,10,168,44*,21.0,138,121.73,0,0,12,8,13,0,Akeal Hosein Career Stats,Indies,Left hand Bat,Bowler
FC,24,40,4,644,102*,17.88,-,-,1,2,-,-,23,0,Akeal Hosein Career Stats,Indies,Left hand Bat,Bowler
List A,89,53,13,602,60,15.05,787,76.49,0,1,33,19,34,0,Akeal Hosein Career Stats,Indies,Left hand Bat,Bowler
T20s,126,64,29,573,44*,16.37,507,113.01,0,0,32,28,29,0,Akeal Hosein Career Stats,Indies,Left hand Bat,Bowler
ODIs,3,3,0,17,15,5.66,61,27.86,0,0,2,0,1,0,Pramod Madushan Career Stats,Lanka,Right hand Bat,Bowler
T20Is,8,3,1,2,1*,1.0,4,50.0,0,0,0,0,4,0,Pramod Madushan Career Stats,Lanka,Right hand Bat,Bowler
FC,35,41,10,352,44,11.35,943,37.32,0,0,39,1,11,0,Pramod Madushan Career Stats,Lanka,Right hand Bat,Bowler
List A,64,40,21,202,25*,10.63,374,54.01,0,0,13,2,21,0,Pramod Madushan Career Stats,Lanka,Right hand Bat,Bowler
T20s,49,19,7,86,25,7.16,97,88.65,0,0,7,1,16,0,Pramod Madushan Career Stats,Lanka,Right hand Bat,Bowler
Tests,12,21,2,104,22,5.47,342,30.4,0,0,13,0,5,0,Dushmantha Chameera Career Stats,Lanka,Right hand Bat,Bowler
ODIs,48,33,11,230,29,10.45,391,58.82,0,0,16,3,7,0,Dushmantha Chameera Career Stats,Lanka,Right hand Bat,Bowler
T20Is,52,27,12,95,24*,6.33,111,85.58,0,0,8,1,10,0,Dushmantha Chameera Career Stats,Lanka,Right hand Bat,Bowler
FC,42,47,14,236,28,7.15,648,36.41,0,0,33,0,14,0,Dushmantha Chameera Career Stats,Lanka,Right hand Bat,Bowler
List A,91,53,26,310,29,11.48,515,60.19,0,0,21,5,13,0,Dushmantha Chameera Career Stats,Lanka,Right hand Bat,Bowler
T20s,109,50,23,197,24*,7.29,208,94.71,0,0,15,7,24,0,Dushmantha Chameera Career Stats,Lanka,Right hand Bat,Bowler
ODIs,28,27,5,873,133,39.68,951,91.79,4,2,90,20,7,0,Michael van Lingen Career Stats,Namibia,Left hand Bat,Bowling Allrounder
T20Is,24,21,0,438,67,20.85,364,120.32,0,2,54,10,11,0,Michael van Lingen Career Stats,Namibia,Left hand Bat,Bowling Allrounder
FC,1,2,0,22,17,11.0,37,59.45,0,0,4,0,0,0,Michael van Lingen Career Stats,Namibia,Left hand Bat,Bowling Allrounder
List A,29,28,5,873,133,37.95,954,91.5,4,2,90,20,8,0,Michael van Lingen Career Stats,Namibia,Left hand Bat,Bowling Allrounder
T20s,24,21,0,438,67,20.85,364,120.32,0,2,54,10,11,0,Michael van Lingen Career Stats,Namibia,Left hand Bat,Bowling Allrounder
ODIs,16,16,1,313,59,20.86,467,67.02,0,1,38,6,8,0,Divan la Cock Career Stats,Namibia,Right hand Bat,Opening Batter
T20Is,5,5,0,98,66,19.6,84,116.66,0,1,8,5,1,0,Divan la Cock Career Stats,Namibia,Right hand Bat,Opening Batter
List A,18,18,1,398,70,23.41,555,71.71,0,2,50,8,8,0,Divan la Cock Career Stats,Namibia,Right hand Bat,Opening Batter
T20s,5,5,0,98,66,19.6,84,116.66,0,1,8,5,1,0,Divan la Cock Career Stats,Namibia,Right hand Bat,Opening Batter
ODIs,19,19,0,348,73,18.31,595,58.48,0,2,33,3,5,0,Stephan Baard Career Stats,Namibia,Right hand Bat,Batter
T20Is,28,28,3,714,92,28.56,632,112.97,0,5,61,18,13,0,Stephan Baard Career Stats,Namibia,Right hand Bat,Batter
FC,66,127,0,3260,114,25.66,5954,54.75,2,17,428,25,37,0,Stephan Baard Career Stats,Namibia,Right hand Bat,Batter
List A,112,112,2,2994,132,27.21,3842,77.92,3,19,318,42,41,0,Stephan Baard Career Stats,Namibia,Right hand Bat,Batter
T20s,79,77,5,1759,92,24.43,1572,111.89,0,11,163,47,25,0,Stephan Baard Career Stats,Namibia,Right hand Bat,Batter
ODIs,32,29,5,718,73,29.91,962,74.63,0,6,52,9,17,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,Left hand Bat,Batter
T20Is,32,20,3,182,28,10.7,181,100.55,0,0,14,5,12,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,Left hand Bat,Batter
FC,1,2,0,8,8,4.0,28,28.57,0,0,1,0,3,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,Left hand Bat,Batter
List A,37,34,5,873,73,30.1,1195,73.05,0,8,68,10,18,1,Jan Nicol Loftie-Eaton Career Stats,Namibia,Left hand Bat,Batter
T20s,44,30,5,375,74*,15.0,317,118.29,0,1,26,17,13,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,Left hand Bat,Batter
ODIs,28,24,6,441,60*,24.5,502,87.84,0,3,23,12,11,0,Jan Frylinck Career Stats,Namibia,Left hand Bat,Allrounder
T20Is,48,30,11,478,57*,25.15,439,108.88,0,1,27,11,19,0,Jan Frylinck Career Stats,Namibia,Left hand Bat,Allrounder
FC,45,76,9,1571,158,23.44,2528,62.14,1,11,195,25,15,0,Jan Frylinck Career Stats,Namibia,Left hand Bat,Allrounder
List A,87,72,16,1445,126*,25.8,1676,86.21,2,5,98,36,34,0,Jan Frylinck Career Stats,Namibia,Left hand Bat,Allrounder
T20s,75,47,18,721,82*,24.86,645,111.78,0,2,44,18,27,0,Jan Frylinck Career Stats,Namibia,Left hand Bat,Allrounder
ODIs,40,39,4,1593,125,45.51,1993,79.92,2,12,121,35,22,0,Gerhard Erasmus Career Stats,Namibia,Right hand Bat,Allrounder
T20Is,52,50,13,1194,100*,32.27,972,122.83,1,7,93,43,34,0,Gerhard Erasmus Career Stats,Namibia,Right hand Bat,Allrounder
FC,38,68,6,1255,192,20.24,2844,44.12,1,3,149,13,24,2,Gerhard Erasmus Career Stats,Namibia,Right hand Bat,Allrounder
List A,97,90,12,3010,125,38.58,3845,78.28,2,23,224,66,65,0,Gerhard Erasmus Career Stats,Namibia,Right hand Bat,Allrounder
T20s,107,91,18,1744,100*,23.89,1482,117.67,1,8,133,65,51,5,Gerhard Erasmus Career Stats,Namibia,Right hand Bat,Allrounder
ODIs,15,15,2,330,67,25.38,369,89.43,0,1,21,10,2,0,David Wiese Career Stats,Namibia,Right hand Bat,Allrounder
T20Is,45,31,10,454,66*,21.61,363,125.06,0,2,28,18,13,0,David Wiese Career Stats,Namibia,Right hand Bat,Allrounder
FC,124,194,20,5814,208,33.41,8190,70.98,11,32,811,101,70,0,David Wiese Career Stats,Namibia,Right hand Bat,Allrounder
List A,162,139,28,3939,171,35.48,3453,114.07,2,22,349,156,50,0,David Wiese Career Stats,Namibia,Right hand Bat,Allrounder
T20s,356,269,90,4048,79*,22.61,2804,144.36,0,11,278,216,125,0,David Wiese Career Stats,Namibia,Right hand Bat,Allrounder
ODIs,29,26,3,651,94,28.3,773,84.21,0,2,34,31,9,0,JJ Smit Career Stats,Namibia,Right hand Bat,Bowling Allrounder
T20Is,43,36,18,738,71,41.0,503,146.71,0,2,42,45,19,0,JJ Smit Career Stats,Namibia,Right hand Bat,Bowling Allrounder
FC,41,73,13,1100,77,18.33,2433,45.21,0,3,106,34,13,0,JJ Smit Career Stats,Namibia,Right hand Bat,Bowling Allrounder
List A,99,85,20,1722,120,26.49,1977,87.1,1,4,84,92,35,0,JJ Smit Career Stats,Namibia,Right hand Bat,Bowling Allrounder
T20s,80,63,28,1057,71,30.2,717,147.41,0,3,57,66,29,0,JJ Smit Career Stats,Namibia,Right hand Bat,Bowling Allrounder
ODIs,37,37,0,946,115,25.56,1506,62.81,2,5,96,13,10,0,Chirag Suri Career Stats,U.A.E.,Right hand Bat,Opening Batter
T20Is,31,31,3,817,88,29.17,708,115.39,0,7,84,18,0,0,Chirag Suri Career Stats,U.A.E.,Right hand Bat,Opening Batter
FC,2,4,0,137,81,34.25,237,57.8,0,1,18,0,1,0,Chirag Suri Career Stats,U.A.E.,Right hand Bat,Opening Batter
List A,45,45,1,1123,115,25.52,1829,61.39,2,6,111,14,13,0,Chirag Suri Career Stats,U.A.E.,Right hand Bat,Opening Batter
T20s,31,31,3,817,88,29.17,708,115.39,0,7,84,18,0,0,Chirag Suri Career Stats,U.A.E.,Right hand Bat,Opening Batter
ODIs,19,16,6,282,76*,28.2,310,90.96,0,2,19,13,3,0,Kashif Daud Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
T20Is,16,13,5,101,28*,12.62,69,146.37,0,0,6,6,4,0,Kashif Daud Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
FC,33,49,10,596,56*,15.28,-,-,0,1,-,-,10,0,Kashif Daud Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
List A,39,26,11,320,76*,21.33,367,87.19,0,2,21,13,7,0,Kashif Daud Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
T20s,23,16,6,108,28*,10.8,75,144.00,0,0,7,6,9,0,Kashif Daud Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
ODIs,10,8,1,132,32*,18.85,139,94.96,0,0,15,4,1,0,Zawar Farid Career Stats,undefined,Right hand Bat,Bowler
T20Is,18,16,3,163,55,12.53,127,128.34,0,1,12,8,7,0,Zawar Farid Career Stats,undefined,Right hand Bat,Bowler
List A,10,8,1,132,32*,18.85,139,94.96,0,0,15,4,1,0,Zawar Farid Career Stats,undefined,Right hand Bat,Bowler
T20s,18,16,3,163,55,12.53,127,128.34,0,1,12,8,7,0,Zawar Farid Career Stats,undefined,Right hand Bat,Bowler
ODIs,25,22,6,450,94*,28.12,554,81.22,0,3,47,10,1,0,Aayan Afzal Khan Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
T20Is,21,11,3,129,42,16.12,123,104.87,0,0,12,1,1,0,Aayan Afzal Khan Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
List A,25,22,6,450,94*,28.12,554,81.22,0,3,47,10,1,0,Aayan Afzal Khan Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
T20s,21,11,3,129,42,16.12,123,104.87,0,0,12,1,1,0,Aayan Afzal Khan Career Stats,U.A.E.,Right hand Bat,Bowling Allrounder
ODIs,31,22,4,163,24,9.05,333,48.94,0,0,11,0,10,0,Karthik Meiyappan Career Stats,U.A.E.,Right hand Bat,Bowler
T20Is,15,6,4,19,12,9.5,23,82.6,0,0,2,0,4,0,Karthik Meiyappan Career Stats,U.A.E.,Right hand Bat,Bowler
List A,31,22,4,163,24,9.05,333,48.94,0,0,11,0,10,0,Karthik Meiyappan Career Stats,U.A.E.,Right hand Bat,Bowler
T20s,15,6,4,19,12,9.5,23,82.6,0,0,2,0,4,0,Karthik Meiyappan Career Stats,U.A.E.,Right hand Bat,Bowler
ODIs,43,28,10,95,16*,5.27,166,57.22,0,0,4,6,4,0,Junaid Siddique Career Stats,U.A.E.,Right hand Bat,Bowler
T20Is,44,16,7,61,18,6.77,61,100.0,0,0,3,3,11,0,Junaid Siddique Career Stats,U.A.E.,Right hand Bat,Bowler
List A,43,28,10,95,16*,5.27,166,57.22,0,0,4,6,4,0,Junaid Siddique Career Stats,U.A.E.,Right hand Bat,Bowler
T20s,44,16,7,61,18,6.77,61,100.0,0,0,3,3,11,0,Junaid Siddique Career Stats,U.A.E.,Right hand Bat,Bowler
Tests,48,79,15,1754,137*,27.4,3306,53.05,1,6,225,7,20,0,Chris Woakes Career Stats,England,Right hand Bat,Allrounder
ODIs,122,88,24,1524,95*,23.81,1710,89.12,0,6,118,21,50,0,Chris Woakes Career Stats,England,Right hand Bat,Allrounder
T20Is,33,17,8,147,37,16.33,117,125.64,0,0,9,7,12,0,Chris Woakes Career Stats,England,Right hand Bat,Allrounder
FC,167,249,53,6422,152*,32.76,-,-,10,25,-,-,68,0,Chris Woakes Career Stats,England,Right hand Bat,Allrounder
List A,204,141,40,2265,95*,22.42,2530,89.52,0,7,175,34,67,0,Chris Woakes Career Stats,England,Right hand Bat,Allrounder
T20s,151,90,45,968,57*,21.51,729,132.78,0,2,77,34,56,0,Chris Woakes Career Stats,England,Right hand Bat,Allrounder
Tests,19,33,5,540,61,19.28,1270,42.51,0,2,62,4,4,0,Adil Rashid Career Stats,England,"Dilly, Hoover",Legbreak
ODIs,135,68,23,826,69,18.35,839,98.45,0,1,80,12,43,0,Adil Rashid Career Stats,England,"Dilly, Hoover",Legbreak
T20Is,104,33,16,101,22,5.94,119,84.87,0,0,7,0,29,0,Adil Rashid Career Stats,England,"Dilly, Hoover",Legbreak
FC,175,251,41,6822,180,32.48,-,-,10,37,-,-,79,0,Adil Rashid Career Stats,England,"Dilly, Hoover",Legbreak
List A,252,150,47,1943,71,18.86,2130,91.22,0,2,172,23,81,0,Adil Rashid Career Stats,England,"Dilly, Hoover",Legbreak
T20s,280,118,44,823,36*,11.12,785,104.84,0,0,61,14,76,0,Adil Rashid Career Stats,England,"Dilly, Hoover",Legbreak
Tests,8,11,1,180,35,18.0,320,56.25,0,0,24,1,14,0,Chris Jordan Career Stats,England,CJ,Right arm Fast medium
ODIs,35,24,9,184,38*,12.26,211,87.20,0,0,12,5,19,0,Chris Jordan Career Stats,England,CJ,Right arm Fast medium
T20Is,88,54,24,434,36,14.46,329,131.91,0,0,31,21,43,0,Chris Jordan Career Stats,England,CJ,Right arm Fast medium
FC,114,159,23,3443,166,25.31,-,-,3,15,-,-,137,0,Chris Jordan Career Stats,England,CJ,Right arm Fast medium
List A,85,57,15,648,55,15.42,-,-,0,1,-,-,45,0,Chris Jordan Career Stats,England,CJ,Right arm Fast medium
T20s,331,194,79,1923,73,16.72,1470,130.81,0,3,133,92,166,0,Chris Jordan Career Stats,England,CJ,Right arm Fast medium
Tests,3,6,1,44,17,8.8,226,19.46,0,0,2,0,3,0,Wellington Masakadza Career Stats,Zimbabwe,Left hand Bat,Bowler
ODIs,37,23,4,197,40,10.36,330,59.69,0,0,17,2,11,0,Wellington Masakadza Career Stats,Zimbabwe,Left hand Bat,Bowler
T20Is,43,22,7,104,19*,6.93,130,80.0,0,0,6,1,21,0,Wellington Masakadza Career Stats,Zimbabwe,Left hand Bat,Bowler
FC,51,80,12,1367,88,20.1,3305,41.36,0,7,137,12,33,0,Wellington Masakadza Career Stats,Zimbabwe,Left hand Bat,Bowler
List A,102,65,15,835,66,16.7,1154,72.35,0,2,70,8,41,0,Wellington Masakadza Career Stats,Zimbabwe,Left hand Bat,Bowler
T20s,76,39,12,278,56,10.29,278,100.0,0,1,25,2,39,0,Wellington Masakadza Career Stats,Zimbabwe,Left hand Bat,Bowler
Tests,60,93,17,897,47,11.8,1827,49.09,0,0,115,16,29,0,Kagiso Rabada Career Stats,Africa,Left hand Bat,Bowler
ODIs,101,42,18,360,31*,15.0,450,80.0,0,0,26,11,37,0,Kagiso Rabada Career Stats,Africa,Left hand Bat,Bowler
T20Is,56,21,14,147,22,21.0,134,109.7,0,0,12,5,18,0,Kagiso Rabada Career Stats,Africa,Left hand Bat,Bowler
FC,80,115,20,1121,48*,11.8,2245,49.93,0,0,146,20,38,0,Kagiso Rabada Career Stats,Africa,Left hand Bat,Bowler
List A,119,52,21,409,31*,13.19,522,78.35,0,0,32,11,41,0,Kagiso Rabada Career Stats,Africa,Left hand Bat,Bowler
T20s,178,70,33,418,44,11.29,396,105.55,0,0,37,13,60,0,Kagiso Rabada Career Stats,Africa,Left hand Bat,Bowler
Tests,17,27,9,89,19,4.94,215,41.39,0,0,14,1,7,0,Lungi Ngidi Career Stats,Africa,Right hand Bat,Bowler
ODIs,56,22,14,91,19*,11.37,185,49.18,0,0,5,5,14,0,Lungi Ngidi Career Stats,Africa,Right hand Bat,Bowler
T20Is,40,11,6,33,13*,6.6,42,78.57,0,0,3,0,8,0,Lungi Ngidi Career Stats,Africa,Right hand Bat,Bowler
FC,31,42,17,142,19,5.68,355,40.0,0,0,19,2,12,0,Lungi Ngidi Career Stats,Africa,Right hand Bat,Bowler
List A,83,33,21,137,19*,11.41,246,55.69,0,0,10,5,19,0,Lungi Ngidi Career Stats,Africa,Right hand Bat,Bowler
T20s,112,17,11,42,13*,7.0,55,76.36,0,0,3,0,23,0,Lungi Ngidi Career Stats,Africa,Right hand Bat,Bowler
Tests,19,33,9,187,40,7.79,618,30.25,0,0,27,0,6,0,Anrich Nortje Career Stats,Africa,Right hand Bat,Bowler
ODIs,22,7,1,40,10,6.66,59,67.79,0,0,3,0,3,0,Anrich Nortje Career Stats,Africa,Right hand Bat,Bowler
T20Is,31,11,5,16,4*,2.66,34,47.05,0,0,1,0,8,0,Anrich Nortje Career Stats,Africa,Right hand Bat,Bowler
FC,67,93,25,906,79*,13.32,2046,44.28,0,4,109,12,15,0,Anrich Nortje Career Stats,Africa,Right hand Bat,Bowler
List A,56,23,5,150,17,8.33,229,65.5,0,0,13,0,12,0,Anrich Nortje Career Stats,Africa,Right hand Bat,Bowler
T20s,107,34,17,132,25,7.76,131,100.76,0,0,14,2,27,0,Anrich Nortje Career Stats,Africa,Right hand Bat,Bowler
Tests,49,78,6,1129,84,15.68,1873,60.27,0,5,135,22,16,0,Keshav Maharaj Career Stats,Africa,Right hand Bat,Bowler
ODIs,44,23,5,238,40,13.22,288,82.63,0,0,29,2,9,0,Keshav Maharaj Career Stats,Africa,Right hand Bat,Bowler
T20Is,27,8,2,79,41,13.16,74,106.75,0,0,5,5,12,0,Keshav Maharaj Career Stats,Africa,Right hand Bat,Bowler
FC,155,223,27,3965,114*,20.22,5837,67.92,2,17,480,105,58,0,Keshav Maharaj Career Stats,Africa,Right hand Bat,Bowler
List A,141,82,23,947,50*,16.05,1096,86.4,0,1,82,23,47,0,Keshav Maharaj Career Stats,Africa,Right hand Bat,Bowler
T20s,141,65,31,637,45*,18.73,541,117.74,0,0,56,22,48,0,Keshav Maharaj Career Stats,Africa,Right hand Bat,Bowler
Tests,31,52,9,724,52,16.83,1031,70.22,0,1,95,18,8,0,Mark Wood Career Stats,England,Right hand Bat,Bowler
ODIs,66,26,15,157,43*,14.27,156,100.64,0,0,14,5,14,0,Mark Wood Career Stats,England,Right hand Bat,Bowler
T20Is,28,3,3,11,5*,-,13,84.61,0,0,1,0,3,0,Mark Wood Career Stats,England,Right hand Bat,Bowler
FC,72,116,21,1890,72*,19.89,3178,59.47,0,5,256,24,17,0,Mark Wood Career Stats,England,Right hand Bat,Bowler
List A,100,42,20,219,43*,9.95,239,91.63,0,0,17,6,24,0,Mark Wood Career Stats,England,Right hand Bat,Bowler
T20s,53,16,9,118,27*,16.85,109,108.25,0,0,11,1,9,0,Mark Wood Career Stats,England,Right hand Bat,Bowler
ODIs,15,10,5,37,10*,7.4,54,68.51,0,0,5,0,4,0,Naveen-ul-Haq Career Stats,Afghanistan,Right hand Bat,Bowler
T20Is,27,5,4,18,10*,18.0,21,85.71,0,0,2,0,4,0,Naveen-ul-Haq Career Stats,Afghanistan,Right hand Bat,Bowler
FC,10,13,1,93,34,7.75,185,50.27,0,0,7,7,5,0,Naveen-ul-Haq Career Stats,Afghanistan,Right hand Bat,Bowler
List A,31,19,6,108,30,8.3,156,69.23,0,0,7,4,7,0,Naveen-ul-Haq Career Stats,Afghanistan,Right hand Bat,Bowler
T20s,145,52,23,265,25*,9.13,271,97.78,0,0,24,7,40,0,Naveen-ul-Haq Career Stats,Afghanistan,Right hand Bat,Bowler
Tests,2,4,3,20,18*,20.0,48,41.66,0,0,2,0,0,0,Tabraiz Shamsi Career Stats,Africa,Right hand Bat,Bowler
ODIs,51,14,10,38,11*,9.5,67,56.71,0,0,4,0,8,0,Tabraiz Shamsi Career Stats,Africa,Right hand Bat,Bowler
T20Is,65,14,9,10,4*,2.0,27,37.03,0,0,0,0,12,0,Tabraiz Shamsi Career Stats,Africa,Right hand Bat,Bowler
FC,84,101,29,568,36,7.88,1189,47.77,0,0,71,3,21,0,Tabraiz Shamsi Career Stats,Africa,Right hand Bat,Bowler
List A,137,47,24,169,15*,7.34,281,60.14,0,0,19,1,25,0,Tabraiz Shamsi Career Stats,Africa,Right hand Bat,Bowler
T20s,232,47,28,82,15*,4.31,152,53.94,0,0,2,1,31,0,Tabraiz Shamsi Career Stats,Africa,Right hand Bat,Bowler
Tests,9,14,2,89,26,7.41,111,80.18,0,0,13,0,7,0,Shoriful Islam Career Stats,Bangladesh,Left hand Bat,Bowler
ODIs,33,20,9,83,16,7.54,106,78.3,0,0,5,3,3,0,Shoriful Islam Career Stats,Bangladesh,Left hand Bat,Bowler
T20Is,31,12,6,24,6,4.0,23,104.34,0,0,3,1,7,0,Shoriful Islam Career Stats,Bangladesh,Left hand Bat,Bowler
FC,18,22,4,131,26,7.27,178,73.59,0,0,15,4,8,0,Shoriful Islam Career Stats,Bangladesh,Left hand Bat,Bowler
List A,68,37,16,164,22,7.8,182,90.1,0,0,10,9,10,0,Shoriful Islam Career Stats,Bangladesh,Left hand Bat,Bowler
T20s,85,32,12,97,12*,4.85,96,101.04,0,0,10,5,25,0,Shoriful Islam Career Stats,Bangladesh,Left hand Bat,Bowler
ODIs,9,6,4,29,18,14.5,46,63.04,0,0,3,0,3,0,Brandon Glover Career Stats,Netherlands,Right hand Bat,Bowler
T20Is,24,6,3,2,1*,0.66,11,18.18,0,0,0,0,4,0,Brandon Glover Career Stats,Netherlands,Right hand Bat,Bowler
FC,10,15,6,38,12*,4.22,124,30.64,0,0,4,0,1,0,Brandon Glover Career Stats,Netherlands,Right hand Bat,Bowler
List A,19,13,6,103,27,14.71,155,66.45,0,0,13,1,4,0,Brandon Glover Career Stats,Netherlands,Right hand Bat,Bowler
T20s,46,13,9,36,15,9.0,44,81.81,0,0,5,0,9,0,Brandon Glover Career Stats,Netherlands,Right hand Bat,Bowler
Tests,78,94,46,759,52*,15.81,1265,60.0,0,1,82,30,43,0,Trent Boult Career Stats,Zealand,Right hand Bat,Bowler
ODIs,114,52,28,216,21*,9.0,279,77.41,0,0,20,7,43,0,Trent Boult Career Stats,Zealand,Right hand Bat,Bowler
T20Is,55,12,7,32,8,6.4,42,76.19,0,0,2,0,20,0,Trent Boult Career Stats,Zealand,Right hand Bat,Bowler
FC,113,136,56,1212,61,15.15,2178,55.64,0,2,137,45,59,0,Trent Boult Career Stats,Zealand,Right hand Bat,Bowler
List A,143,66,33,271,21*,8.21,358,75.69,0,0,24,7,53,0,Trent Boult Career Stats,Zealand,Right hand Bat,Bowler
T20s,194,49,34,160,23*,10.66,162,98.76,0,0,5,8,70,0,Trent Boult Career Stats,Zealand,Right hand Bat,Bowler
Tests,1,2,2,1,1*,-,9,11.11,0,0,0,0,0,0,Lockie Ferguson Career Stats,Zealand,Lockie,Right arm Fast
ODIs,65,30,13,122,19,7.17,236,51.69,0,0,6,3,14,0,Lockie Ferguson Career Stats,Zealand,Lockie,Right arm Fast
T20Is,33,10,5,23,14,4.60,23,100.0,0,0,0,2,8,0,Lockie Ferguson Career Stats,Zealand,Lockie,Right arm Fast
FC,46,60,23,505,41,13.64,1092,46.24,0,0,67,9,16,0,Lockie Ferguson Career Stats,Zealand,Lockie,Right arm Fast
List A,103,55,21,240,24,7.05,393,61.06,0,0,13,8,24,0,Lockie Ferguson Career Stats,Zealand,Lockie,Right arm Fast
T20s,136,44,23,252,30,12.00,211,119.43,0,0,14,14,30,0,Lockie Ferguson Career Stats,Zealand,Lockie,Right arm Fast
Tests,16,22,3,123,22,6.47,504,24.4,0,0,13,0,7,0,Kasun Rajitha Career Stats,Lanka,Right hand Bat,Bowler
ODIs,34,19,7,117,33,9.75,184,63.58,0,0,14,1,5,0,Kasun Rajitha Career Stats,Lanka,Right hand Bat,Bowler
T20Is,18,8,5,31,9*,10.33,53,58.49,0,0,2,0,1,0,Kasun Rajitha Career Stats,Lanka,Right hand Bat,Bowler
FC,65,82,25,534,52,9.36,1619,32.98,0,1,57,4,21,0,Kasun Rajitha Career Stats,Lanka,Right hand Bat,Bowler
List A,73,41,17,174,33,7.25,290,60.0,0,0,17,4,12,0,Kasun Rajitha Career Stats,Lanka,Right hand Bat,Bowler
T20s,71,30,20,132,19,13.2,177,74.57,0,0,7,4,18,0,Kasun Rajitha Career Stats,Lanka,Right hand Bat,Bowler
Tests,26,36,17,85,13*,4.47,292,29.1,0,0,14,0,6,0,Lahiru Kumara Career Stats,Lanka,Left hand Bat,Bowler
ODIs,28,16,6,55,10,5.5,122,45.08,0,0,7,1,6,0,Lahiru Kumara Career Stats,Lanka,Left hand Bat,Bowler
T20Is,26,6,3,10,4,3.33,11,90.9,0,0,2,0,2,0,Lahiru Kumara Career Stats,Lanka,Left hand Bat,Bowler
FC,47,64,28,305,47,8.47,665,45.86,0,0,38,10,11,0,Lahiru Kumara Career Stats,Lanka,Left hand Bat,Bowler
List A,56,26,10,90,14,5.62,174,51.72,0,0,7,2,10,0,Lahiru Kumara Career Stats,Lanka,Left hand Bat,Bowler
T20s,54,17,9,38,10*,4.75,44,86.36,0,0,5,1,3,0,Lahiru Kumara Career Stats,Lanka,Left hand Bat,Bowler
ODIs,12,9,1,70,30,8.75,116,60.34,0,0,3,0,3,0,Shariz Ahmad Career Stats,Netherlands,Left hand Bat,Bowler
T20Is,9,4,2,31,16*,15.5,23,134.78,0,0,4,0,1,0,Shariz Ahmad Career Stats,Netherlands,Left hand Bat,Bowler
List A,12,9,1,70,30,8.75,116,60.34,0,0,3,0,3,0,Shariz Ahmad Career Stats,Netherlands,Left hand Bat,Bowler
T20s,9,4,2,31,16*,15.5,23,134.78,0,0,4,0,1,0,Shariz Ahmad Career Stats,Netherlands,Left hand Bat,Bowler
Tests,41,75,8,1338,103,19.97,2807,47.66,1,5,153,16,26,0,Mehidy Hasan Miraz Career Stats,Bangladesh,Miraz,Right arm Offbreak
ODIs,94,66,11,1294,112*,23.52,1641,78.85,2,3,113,22,38,0,Mehidy Hasan Miraz Career Stats,Bangladesh,Miraz,Right arm Offbreak
T20Is,25,20,3,248,46,14.58,209,118.66,0,0,19,9,12,0,Mehidy Hasan Miraz Career Stats,Bangladesh,Miraz,Right arm Offbreak
FC,63,103,14,2238,103,25.14,4318,51.82,1,14,266,25,44,0,Mehidy Hasan Miraz Career Stats,Bangladesh,Miraz,Right arm Offbreak
List A,154,118,18,2260,112*,22.6,2875,78.6,2,7,173,44,58,0,Mehidy Hasan Miraz Career Stats,Bangladesh,Miraz,Right arm Offbreak
T20s,120,102,14,1482,87*,16.84,1290,114.88,0,5,137,48,48,0,Mehidy Hasan Miraz Career Stats,Bangladesh,Miraz,Right arm Offbreak
Tests,64,77,37,469,39,11.72,1041,45.05,0,0,66,2,23,0,Josh Hazlewood Career Stats,Australia,Left hand Bat,Bowler
